 Coleta de lixo - Brasil
Moradores por Município
Período:2010
"Município";"Moradores"
"330380 PARATY";36752
"330385 PATY DO ALFERES";26236
"330390 PETROPOLIS";294470
"330395 PINHEIRAL";22663
"330400 PIRAI";25940
"330410 PORCIUNCULA";17685
"330411 PORTO REAL";16531
"330412 QUATIS";12702
"330414 QUEIMADOS";137741
"330415 QUISSAMA";20182
"330420 RESENDE";119424
"330430 RIO BONITO";54929
"330440 RIO CLARO";17343
"330450 RIO DAS FLORES";8530
"330452 RIO DAS OSTRAS";105252
"330455 RIO DE JANEIRO";6263475
"330460 SANTA MARIA MADALENA";10273
"330470 SANTO ANTONIO DE PADUA";40421
"330475 SAO FRANCISCO DE ITABAPOANA";41173
"330480 SAO FIDELIS";37414
"330490 SAO GONCALO";997469
"330500 SAO JOAO DA BARRA";32584
"330510 SAO JOAO DE MERITI";458310
"330513 SAO JOSE DE UBA";6994
"330515 SAO JOSE DO VALE DO RIO PRETO";20179
"330520 SAO PEDRO DA ALDEIA";87653
"330530 SAO SEBASTIAO DO ALTO";8871
"330540 SAPUCAIA";17486
"330550 SAQUAREMA";73948
"330555 SEROPEDICA";77460
"330560 SILVA JARDIM";21290
"330570 SUMIDOURO";14846
"330575 TANGUA";30474
"330580 TERESOPOLIS";163124
"330590 TRAJANO DE MORAES";10227
"330600 TRES RIOS";77085
"330610 VALENCA";71405
"330615 VARRE-SAI";9444
"330620 VASSOURAS";34180
"330630 VOLTA REDONDA";257124
"350010 ADAMANTINA";33471
"350020 ADOLFO";3556
"350030 AGUAI";32016
"350040 AGUAS DA PRATA";7503
"350050 AGUAS DE LINDOIA";17116
"350055 AGUAS DE SANTA BARBARA";5577
"350060 AGUAS DE SAO PEDRO";2680
"350070 AGUDOS";34237
"350075 ALAMBARI";4862
"350080 ALFREDO MARCONDES";3877
"350090 ALTAIR";3788
"350100 ALTINOPOLIS";15519
"350110 ALTO ALEGRE";4101
"350115 ALUMINIO";16766
"350120 ALVARES FLORENCE";3896
"350130 ALVARES MACHADO";23464
"350140 ALVARO DE CARVALHO";3287
"350150 ALVINLANDIA";2995
"350160 AMERICANA";209754
"350170 AMERICO BRASILIENSE";34339
"350180 AMERICO DE CAMPOS";5697
"350190 AMPARO";65510
"350200 ANALANDIA";4257
"350210 ANDRADINA";54208
"350220 ANGATUBA";22134
"350230 ANHEMBI";5561
"350240 ANHUMAS";3715
"350250 APARECIDA";34628
"350260 APARECIDA D'OESTE";4419
"350270 APIAI";25039
"350275 ARACARIGUAMA";16913
"350280 ARACATUBA";180517
"350290 ARACOIABA DA SERRA";27162
"350300 ARAMINA";5146
"350310 ARANDU";6078
"350315 ARAPEI";2479
"350320 ARARAQUARA";206560
"350330 ARARAS";117774
"350335 ARCO-IRIS";1921
"350340 AREALVA";7818
"350350 AREIAS";3644
"350360 AREIOPOLIS";10553
"350370 ARIRANHA";8530
"350380 ARTUR NOGUEIRA";44102
"350390 ARUJA";74608
"350395 ASPASIA";1808
"350400 ASSIS";93109
"350410 ATIBAIA";125429
"350420 AURIFLAMA";14142
"350430 AVAI";4913
"350440 AVANHANDAVA";10125
"350450 AVARE";80874
"350460 BADY BASSITT";14587
"350470 BALBINOS";1357
"350480 BALSAMO";8149
"350490 BANANAL";10140
"350500 BARAO DE ANTONINA";3108
"350510 BARBOSA";6452
"350520 BARIRI";31457
"350530 BARRA BONITA";35147
"350535 BARRA DO CHAPEU";5242
"350540 BARRA DO TURVO";7650
"350550 BARRETOS";111534
"350560 BARRINHA";28442
"350570 BARUERI";240046
"350580 BASTOS";20407
"350590 BATATAIS";56202
"350600 BAURU";339339
"350610 BEBEDOURO";74730
"350620 BENTO DE ABREU";2674
"350630 BERNARDINO DE CAMPOS";10702
"350635 BERTIOGA";47304
"350640 BILAC";7024
"350650 BIRIGUI";108291
"350660 BIRITIBA-MIRIM";28515
"350670 BOA ESPERANCA DO SUL";13607
"350680 BOCAINA";10761
"350690 BOFETE";9612
"350700 BOITUVA";48153
"350710 BOM JESUS DOS PERDOES";19679
"350715 BOM SUCESSO DE ITARARE";3561
"350720 BORA";805
"350730 BORACEIA";4264
"350740 BORBOREMA";14442
"350745 BOREBI";2280
"350750 BOTUCATU";126717
"350760 BRAGANCA PAULISTA";145609
"350770 BRAUNA";5014
"350775 BREJO ALEGRE";2539
"350780 BRODOWSKI";21046
"350790 BROTAS";21504
"350800 BURI";18469
"350810 BURITAMA";15328
"350820 BURITIZAL";4042
"350830 CABRALIA PAULISTA";4353
"350840 CABREUVA";41496
"350850 CACAPAVA";84348
"350860 CACHOEIRA PAULISTA";29895
"350870 CACONDE";18428
"350880 CAFELANDIA";16515
"350890 CAIABU";4064
"350900 CAIEIRAS";86314
"350910 CAIUA";4888
"350920 CAJAMAR";64030
"350925 CAJATI";28275
"350930 CAJOBI";9754
"350940 CAJURU";23244
"350945 CAMPINA DO MONTE ALEGRE";5539
"350950 CAMPINAS";1072184
"350960 CAMPO LIMPO PAULISTA";73631
"350970 CAMPOS DO JORDAO";47221
"350980 CAMPOS NOVOS PAULISTA";4530
"350990 CANANEIA";12147
"350995 CANAS";4382
"351000 CANDIDO MOTA";29731
"351010 CANDIDO RODRIGUES";2667
"351015 CANITAR";4362
"351020 CAPAO BONITO";45940
"351030 CAPELA DO ALTO";17222
"351040 CAPIVARI";47893
"351050 CARAGUATATUBA";99800
"351060 CARAPICUIBA";368736
"351070 CARDOSO";11761
"351080 CASA BRANCA";25968
"351090 CASSIA DOS COQUEIROS";2623
"351100 CASTILHO";17486
"351110 CATANDUVA";112178
"351120 CATIGUA";7101
"351130 CEDRAL";7939
"351140 CERQUEIRA CESAR";17276
"351150 CERQUILHO";39380
"351160 CESARIO LANGE";14538
"351170 CHARQUEADA";15069
"351190 CLEMENTINA";7034
"351200 COLINA";17296
"351210 COLOMBIA";5970
"351220 CONCHAL";25148
"351230 CONCHAS";16184
"351240 CORDEIROPOLIS";20974
"351250 COROADOS";5224
"351260 CORONEL MACEDO";4994
"351270 CORUMBATAI";3866
"351280 COSMOPOLIS";58492
"351290 COSMORAMA";7180
"351300 COTIA";199534
"351310 CRAVINHOS";31615
"351320 CRISTAIS PAULISTA";7562
"351330 CRUZALIA";2272
"351340 CRUZEIRO";76833
"351350 CUBATAO";118220
"351360 CUNHA";21742
"351370 DESCALVADO";30695
"351380 DIADEMA";385346
"351385 DIRCE REIS";1689
"351390 DIVINOLANDIA";11019
"351400 DOBRADA";7933
"351410 DOIS CORREGOS";24580
"351420 DOLCINOPOLIS";2093
"351430 DOURADO";8569
"351440 DRACENA";42022
"351450 DUARTINA";12196
"351460 DUMONT";8131
"351470 ECHAPORA";6299
"351480 ELDORADO";14602
"351490 ELIAS FAUSTO";15570
"351492 ELISIARIO";3120
"351495 EMBAUBA";2422
"351500 EMBU DAS ARTES";239857
"351510 EMBU-GUACU";62393
"351512 EMILIANOPOLIS";3006
"351515 ENGENHEIRO COELHO";15629
"351518 ESPIRITO SANTO DO PINHAL";41562
"351519 ESPIRITO SANTO DO TURVO";4235
"351520 ESTRELA D'OESTE";8171
"351530 ESTRELA DO NORTE";2639
"351535 EUCLIDES DA CUNHA PAULISTA";9434
"351540 FARTURA";15211
"351550 FERNANDOPOLIS";64461
"351560 FERNANDO PRESTES";5518
"351565 FERNAO";1562
"351570 FERRAZ DE VASCONCELOS";167989
"351580 FLORA RICA";1750
"351590 FLOREAL";2996
"351600 FLORIDA PAULISTA";11576
"351610 FLORINIA";2828
"351620 FRANCA";317514
"351630 FRANCISCO MORATO";154114
"351640 FRANCO DA ROCHA";123451
"351650 GABRIEL MONTEIRO";2705
"351660 GALIA";6945
"351670 GARCA";42752
"351680 GASTAO VIDIGAL";4183
"351685 GAVIAO PEIXOTO";4416
"351690 GENERAL SALGADO";10599
"351700 GETULINA";9589
"351710 GLICERIO";4536
"351720 GUAICARA";10644
"351730 GUAIMBE";5422
"351740 GUAIRA";37312
"351750 GUAPIACU";17791
"351760 GUAPIARA";17886
"351770 GUARA";19781
"351780 GUARACAI";8402
"351790 GUARACI";9934
"351800 GUARANI D'OESTE";1970
"351810 GUARANTA";6379
"351820 GUARARAPES";30527
"351830 GUARAREMA";25681
"351840 GUARATINGUETA";111482
"351850 GUAREI";11711
"351860 GUARIBA";35338
"351870 GUARUJA";290033
"351880 GUARULHOS";1213297
"351885 GUATAPARA";6932
"351890 GUZOLANDIA";4723
"351900 HERCULANDIA";8692
"351905 HOLAMBRA";11252
"351907 HORTOLANDIA";188237
"351910 IACANGA";9795
"351920 IACRI";6410
"351925 IARAS";4514
"351930 IBATE";30652
"351940 IBIRA";10871
"351950 IBIRAREMA";6703
"351960 IBITINGA";52988
"351970 IBIUNA";70884
"351980 ICEM";7448
"351990 IEPE";7577
"352000 IGARACU DO TIETE";23261
"352010 IGARAPAVA";27807
"352020 IGARATA";8793
"352030 IGUAPE";28695
"352040 ILHABELA";28005
"352042 ILHA COMPRIDA";8881
"352044 ILHA SOLTEIRA";24992
"352050 INDAIATUBA";200921
"352060 INDIANA";4812
"352070 INDIAPORA";3852
"352080 INUBIA PAULISTA";3590
"352090 IPAUSSU";13412
"352100 IPERO";26416
"352110 IPEUNA";5969
"352115 IPIGUA";4460
"352120 IPORANGA";4278
"352130 IPUA";14106
"352140 IRACEMAPOLIS";19954
"352150 IRAPUA";7232
"352160 IRAPURU";6403
"352170 ITABERA";17757
"352180 ITAI";22557
"352190 ITAJOBI";14505
"352200 ITAJU";3246
"352210 ITANHAEM";86758
"352215 ITAOCA";3227
"352220 ITAPECERICA DA SERRA";148930
"352230 ITAPETININGA";140515
"352240 ITAPEVA";87400
"352250 ITAPEVI";200568
"352260 ITAPIRA";67467
"352265 ITAPIRAPUA PAULISTA";3875
"352270 ITAPOLIS";39812
"352280 ITAPORANGA";14419
"352290 ITAPUI";12138
"352300 ITAPURA";4266
"352310 ITAQUAQUECETUBA";321224
"352320 ITARARE";47720
"352330 ITARIRI";15403
"352340 ITATIBA";101096
"352350 ITATINGA";17960
"352360 ITIRAPINA";12738
"352370 ITIRAPUA";5888
"352380 ITOBI";7464
"352390 ITU";153342
"352400 ITUPEVA";44734
"352410 ITUVERAVA";38583
"352420 JABORANDI";6529
"352430 JABOTICABAL";70944
"352440 JACAREI";210687
"352450 JACI";5478
"352460 JACUPIRANGA";17146
"352470 JAGUARIUNA";44158
"352480 JALES";46878
"352490 JAMBEIRO";5330
"352500 JANDIRA";108230
"352510 JARDINOPOLIS";37565
"352520 JARINU";23790
"352530 JAU";130309
"352540 JERIQUARA";3160
"352550 JOANOPOLIS";11660
"352560 JOAO RAMALHO";4131
"352570 JOSE BONIFACIO";32634
"352580 JULIO MESQUITA";4429
"352585 JUMIRIM";2791
"352590 JUNDIAI";368607
"352600 JUNQUEIROPOLIS";17397
"352610 JUQUIA";19196
"352620 JUQUITIBA";28556
"352630 LAGOINHA";4794
"352640 LARANJAL PAULISTA";25177
"352650 LAVINIA";5115
"352660 LAVRINHAS";6509
"352670 LEME";91291
"352680 LENCOIS PAULISTA";61173
"352690 LIMEIRA";274978
"352700 LINDOIA";6695
"352710 LINS";70540
"352720 LORENA";82116
"352725 LOURDES";2100
"352730 LOUVEIRA";37026
"352740 LUCELIA";18424
"352750 LUCIANOPOLIS";2246
"352760 LUIS ANTONIO";11242
"352770 LUIZIANIA";5001
"352780 LUPERCIO";4350
"352790 LUTECIA";2711
"352800 MACATUBA";16214
"352810 MACAUBAL";7618
"352820 MACEDONIA";3640
"352830 MAGDA";3200
"352840 MAIRINQUE";43105
"352850 MAIRIPORA";80429
"352860 MANDURI";8925
"352870 MARABA PAULISTA";3582
"352880 MARACAI";13276
"352885 MARAPOAMA";2618
"352890 MARIAPOLIS";3912
"352900 MARILIA";213929
"352910 MARINOPOLIS";2111
"352920 MARTINOPOLIS";22936
"352930 MATAO";76613
"352940 MAUA";415011
"352950 MENDONCA";4635
"352960 MERIDIANO";3834
"352965 MESOPOLIS";1885
"352970 MIGUELOPOLIS";20361
"352980 MINEIROS DO TIETE";11976
"352990 MIRACATU";20488
"353000 MIRA ESTRELA";2818
"353010 MIRANDOPOLIS";24278
"353020 MIRANTE DO PARANAPANEMA";16931
"353030 MIRASSOL";53613
"353040 MIRASSOLANDIA";4294
"353050 MOCOCA";65728
"353060 MOGI DAS CRUZES";386232
"353070 MOGI GUACU";136832
"353080 MOGI MIRIM";85786
"353090 MOMBUCA";3263
"353100 MONCOES";2129
"353110 MONGAGUA";44791
"353120 MONTE ALEGRE DO SUL";7134
"353130 MONTE ALTO";46510
"353140 MONTE APRAZIVEL";21632
"353150 MONTE AZUL PAULISTA";18864
"353160 MONTE CASTELO";4057
"353170 MONTEIRO LOBATO";4094
"353180 MONTE MOR";48795
"353190 MORRO AGUDO";29027
"353200 MORUNGABA";11731
"353205 MOTUCA";4278
"353210 MURUTINGA DO SUL";4133
"353215 NANTES";2701
"353220 NARANDIBA";4283
"353230 NATIVIDADE DA SERRA";6664
"353240 NAZARE PAULISTA";16376
"353250 NEVES PAULISTA";8752
"353260 NHANDEARA";10606
"353270 NIPOA";4269
"353280 NOVA ALIANCA";5877
"353282 NOVA CAMPINA";8469
"353284 NOVA CANAA PAULISTA";2107
"353286 NOVA CASTILHO";1125
"353290 NOVA EUROPA";9299
"353300 NOVA GRANADA";19127
"353310 NOVA GUATAPORANGA";2166
"353320 NOVA INDEPENDENCIA";3023
"353325 NOVAIS";4587
"353330 NOVA LUZITANIA";3430
"353340 NOVA ODESSA";50993
"353350 NOVO HORIZONTE";36479
"353360 NUPORANGA";6788
"353370 OCAUCU";4156
"353380 OLEO";2670
"353390 OLIMPIA";49866
"353400 ONDA VERDE";3864
"353410 ORIENTE";6087
"353420 ORINDIUVA";5634
"353430 ORLANDIA";39655
"353440 OSASCO";665007
"353450 OSCAR BRESSANE";2531
"353460 OSVALDO CRUZ";29614
"353470 OURINHOS";102599
"353475 OUROESTE";8322
"353480 OURO VERDE";7789
"353490 PACAEMBU";10857
"353500 PALESTINA";11025
"353510 PALMARES PAULISTA";10904
"353520 PALMEIRA D'OESTE";9546
"353530 PALMITAL";21131
"353540 PANORAMA";14545
"353550 PARAGUACU PAULISTA";40909
"353560 PARAIBUNA";17271
"353570 PARAISO";5894
"353580 PARANAPANEMA";17742
"353590 PARANAPUA";3813
"353600 PARAPUA";10814
"353610 PARDINHO";5556
"353620 PARIQUERA-ACU";18362
"353625 PARISI";2032
"353630 PATROCINIO PAULISTA";12958
"353640 PAULICEIA";6288
"353650 PAULINIA";81825
"353657 PAULISTANIA";1768
"353660 PAULO DE FARIA";8520
"353670 PEDERNEIRAS";41366
"353680 PEDRA BELA";5752
"353690 PEDRANOPOLIS";2557
"353700 PEDREGULHO";15633
"353710 PEDREIRA";41426
"353715 PEDRINHAS PAULISTA";2938
"353720 PEDRO DE TOLEDO";10176
"353730 PENAPOLIS";58208
"353740 PEREIRA BARRETO";24641
"353750 PEREIRAS";7440
"353760 PERUIBE";59396
"353770 PIACATU";5118
"353780 PIEDADE";51466
"353790 PILAR DO SUL";26270
"353800 PINDAMONHANGABA";146337
"353810 PINDORAMA";14896
"353820 PINHALZINHO";13039
"353830 PIQUEROBI";3520
"353850 PIQUETE";14005
"353860 PIRACAIA";24998
"353870 PIRACICABA";362966
"353880 PIRAJU";28344
"353890 PIRAJUI";19579
"353900 PIRANGI";10532
"353910 PIRAPORA DO BOM JESUS";15675
"353920 PIRAPOZINHO";24588
"353930 PIRASSUNUNGA";69775
"353940 PIRATININGA";11843
"353950 PITANGUEIRAS";35200
"353960 PLANALTO";4460
"353970 PLATINA";3187
"353980 POA";105729
"353990 POLONI";5392
"354000 POMPEIA";19891
"354010 PONGAI";3472
"354020 PONTAL";40045
"354025 PONTALINDA";4057
"354030 PONTES GESTAL";2511
"354040 POPULINA";4202
"354050 PORANGABA";8295
"354060 PORTO FELIZ";48503
"354070 PORTO FERREIRA";51241
"354075 POTIM";16766
"354080 POTIRENDABA";15410
"354085 PRACINHA";1520
"354090 PRADOPOLIS";17272
"354100 PRAIA GRANDE";261067
"354105 PRATANIA";4595
"354110 PRESIDENTE ALVES";4106
"354120 PRESIDENTE BERNARDES";13495
"354130 PRESIDENTE EPITACIO";41040
"354140 PRESIDENTE PRUDENTE";205576
"354150 PRESIDENTE VENCESLAU";36422
"354160 PROMISSAO";35450
"354165 QUADRA";3232
"354170 QUATA";12692
"354180 QUEIROZ";2801
"354190 QUELUZ";10630
"354200 QUINTANA";6004
"354210 RAFARD";8583
"354220 RANCHARIA";28694
"354230 REDENCAO DA SERRA";3843
"354240 REGENTE FEIJO";18457
"354250 REGINOPOLIS";5269
"354260 REGISTRO";54109
"354270 RESTINGA";6569
"354280 RIBEIRA";3334
"354290 RIBEIRAO BONITO";12097
"354300 RIBEIRAO BRANCO";18194
"354310 RIBEIRAO CORRENTE";4270
"354320 RIBEIRAO DO SUL";4443
"354323 RIBEIRAO DOS INDIOS";2186
"354325 RIBEIRAO GRANDE";7408
"354330 RIBEIRAO PIRES";112685
"354340 RIBEIRAO PRETO";599212
"354350 RIVERSUL";6119
"354360 RIFAINA";3416
"354370 RINCAO";10347
"354380 RINOPOLIS";9919
"354390 RIO CLARO";185141
"354400 RIO DAS PEDRAS";29417
"354410 RIO GRANDE DA SERRA";43773
"354420 RIOLANDIA";9316
"354425 ROSANA";19580
"354430 ROSEIRA";9544
"354440 RUBIACEA";2728
"354450 RUBINEIA";2856
"354460 SABINO";5205
"354470 SAGRES";2388
"354480 SALES";5418
"354490 SALES OLIVEIRA";10539
"354500 SALESOPOLIS";15562
"354510 SALMOURAO";4789
"354515 SALTINHO";7053
"354520 SALTO";105102
"354530 SALTO DE PIRAPORA";39207
"354540 SALTO GRANDE";8700
"354550 SANDOVALINA";3663
"354560 SANTA ADELIA";14236
"354570 SANTA ALBERTINA";5666
"354580 SANTA BARBARA D'OESTE";179726
"354600 SANTA BRANCA";13713
"354610 SANTA CLARA D'OESTE";2084
"354620 SANTA CRUZ DA CONCEICAO";3987
"354625 SANTA CRUZ DA ESPERANCA";1952
"354630 SANTA CRUZ DAS PALMEIRAS";29760
"354640 SANTA CRUZ DO RIO PARDO";43626
"354650 SANTA ERNESTINA";5554
"354660 SANTA FE DO SUL";29071
"354670 SANTA GERTRUDES";21579
"354680 SANTA ISABEL";50206
"354690 SANTA LUCIA";8244
"354700 SANTA MARIA DA SERRA";5392
"354710 SANTA MERCEDES";2831
"354720 SANTANA DA PONTE PENSA";1636
"354730 SANTANA DE PARNAIBA";108283
"354740 SANTA RITA D'OESTE";2536
"354750 SANTA RITA DO PASSA QUATRO";26051
"354760 SANTA ROSA DE VITERBO";23750
"354765 SANTA SALETE";1447
"354770 SANTO ANASTACIO";20408
"354780 SANTO ANDRE";673837
"354790 SANTO ANTONIO DA ALEGRIA";6234
"354800 SANTO ANTONIO DE POSSE";20589
"354805 SANTO ANTONIO DO ARACANGUA";7619
"354810 SANTO ANTONIO DO JARDIM";5937
"354820 SANTO ANTONIO DO PINHAL";6464
"354830 SANTO EXPEDITO";2801
"354840 SANTOPOLIS DO AGUAPEI";4273
"354850 SANTOS";416422
"354860 SAO BENTO DO SAPUCAI";10384
"354870 SAO BERNARDO DO CAMPO";761163
"354880 SAO CAETANO DO SUL";148132
"354890 SAO CARLOS";220863
"354900 SAO FRANCISCO";2792
"354910 SAO JOAO DA BOA VISTA";83290
"354920 SAO JOAO DAS DUAS PONTES";2565
"354925 SAO JOAO DE IRACEMA";1780
"354930 SAO JOAO DO PAU D'ALHO";2098
"354940 SAO JOAQUIM DA BARRA";46326
"354950 SAO JOSE DA BELA VISTA";8343
"354960 SAO JOSE DO BARREIRO";4061
"354970 SAO JOSE DO RIO PARDO";51555
"354980 SAO JOSE DO RIO PRETO";405396
"354990 SAO JOSE DOS CAMPOS";627376
"354995 SAO LOURENCO DA SERRA";13870
"355000 SAO LUIS DO PARAITINGA";10311
"355010 SAO MANUEL";38118
"355020 SAO MIGUEL ARCANJO";31278
"355030 SAO PAULO";11174981
"355040 SAO PEDRO";31535
"355050 SAO PEDRO DO TURVO";7159
"355060 SAO ROQUE";78542
"355070 SAO SEBASTIAO";73585
"355080 SAO SEBASTIAO DA GRAMA";12060
"355090 SAO SIMAO";14313
"355100 SAO VICENTE";330245
"355110 SARAPUI";8992
"355120 SARUTAIA";3553
"355130 SEBASTIANOPOLIS DO SUL";3030
"355140 SERRA AZUL";8827
"355150 SERRANA";38798
"355160 SERRA NEGRA";26234
"355170 SERTAOZINHO";109553
"355180 SETE BARRAS";12936
"355190 SEVERINIA";15433
"355200 SILVEIRAS";5780
"355210 SOCORRO";36494
"355220 SOROCABA";581670
"355230 SUD MENNUCCI";7427
"355240 SUMARE";240849
"355250 SUZANO";261382
"355255 SUZANAPOLIS";3370
"355260 TABAPUA";11270
"355270 TABATINGA";14348
"355280 TABOAO DA SERRA";243974
"355290 TACIBA";5696
"355300 TAGUAI";10800
"355310 TAIACU";5889
"355320 TAIUVA";5437
"355330 TAMBAU";22320
"355340 TANABI";23995
"355350 TAPIRAI";7969
"355360 TAPIRATIBA";12718
"355365 TAQUARAL";2714
"355370 TAQUARITINGA";53768
"355380 TAQUARITUBA";22203
"355385 TAQUARIVAI";5136
"355390 TARABAI";6606
"355395 TARUMA";12870
"355400 TATUI";106839
"355410 TAUBATE";276421
"355420 TEJUPA";4768
"355430 TEODORO SAMPAIO";21297
"355440 TERRA ROXA";8482
"355450 TIETE";36665
"355460 TIMBURI";2624
"355465 TORRE DE PEDRA";2234
"355470 TORRINHA";9299
"355475 TRABIJU";1542
"355480 TREMEMBE";37243
"355490 TRES FRONTEIRAS";5416
"355495 TUIUTI";5892
"355500 TUPA";62550
"355510 TUPI PAULISTA";13023
"355520 TURIUBA";1929
"355530 TURMALINA";1959
"355535 UBARANA";5287
"355540 UBATUBA";78468
"355550 UBIRAJARA";4398
"355560 UCHOA";9432
"355570 UNIAO PAULISTA";1599
"355580 URANIA";8807
"355590 URU";1250
"355600 URUPES";12671
"355610 VALENTIM GENTIL";10987
"355620 VALINHOS";106425
"355630 VALPARAISO";20310
"355635 VARGEM";8783
"355640 VARGEM GRANDE DO SUL";39124
"355645 VARGEM GRANDE PAULISTA";42784
"355650 VARZEA PAULISTA";106870
"355660 VERA CRUZ";10669
"355670 VINHEDO";63175
"355680 VIRADOURO";17245
"355690 VISTA ALEGRE DO ALTO";6805
"355695 VITORIA BRASIL";1737
"355700 VOTORANTIM";108583
"355710 VOTUPORANGA";84488
"355715 ZACARIAS";2335
"355720 CHAVANTES";12053
"355730 ESTIVA GERBI";9996
"410010 ABATIA";7710
"410020 ADRIANOPOLIS";6365
"410030 AGUDOS DO SUL";8183
"410040 ALMIRANTE TAMANDARE";102976
"410045 ALTAMIRA DO PARANA";4273
"410050 ALTONIA";20384
"410060 ALTO PARANA";13621
"410070 ALTO PIQUIRI";10043
"410080 ALVORADA DO SUL";10249
"410090 AMAPORA";5430
"410100 AMPERE";17231
"410105 ANAHY";2872
"410110 ANDIRA";20564
"410115 ANGULO";2846
"410120 ANTONINA";18807
"410130 ANTONIO OLINTO";7322
"410140 APUCARANA";120453
"410150 ARAPONGAS";103835
"410160 ARAPOTI";25713
"410165 ARAPUA";3560
"410170 ARARUNA";13415
"410180 ARAUCARIA";118859
"410185 ARIRANHA DO IVAI";2448
"410190 ASSAI";16310
"410200 ASSIS CHATEAUBRIAND";32907
"410210 ASTORGA";24627
"410220 ATALAIA";3910
"410230 BALSA NOVA";11262
"410240 BANDEIRANTES";32040
"410250 BARBOSA FERRAZ";12452
"410260 BARRACAO";9668
"410270 BARRA DO JACARE";2721
"410275 BELA VISTA DA CAROBA";3914
"410280 BELA VISTA DO PARAISO";14996
"410290 BITURUNA";15845
"410300 BOA ESPERANCA";4524
"410302 BOA ESPERANCA DO IGUACU";2723
"410304 BOA VENTURA DE SAO ROQUE";6514
"410305 BOA VISTA DA APARECIDA";7898
"410310 BOCAIUVA DO SUL";10953
"410315 BOM JESUS DO SUL";3784
"410320 BOM SUCESSO";6488
"410322 BOM SUCESSO DO SUL";3291
"410330 BORRAZOPOLIS";7866
"410335 BRAGANEY";5728
"410337 BRASILANDIA DO SUL";3207
"410340 CAFEARA";2695
"410345 CAFELANDIA";14620
"410347 CAFEZAL DO SUL";4274
"410350 CALIFORNIA";8007
"410360 CAMBARA";23804
"410370 CAMBE";96483
"410380 CAMBIRA";7234
"410390 CAMPINA DA LAGOA";15301
"410395 CAMPINA DO SIMAO";4059
"410400 CAMPINA GRANDE DO SUL";38596
"410405 CAMPO BONITO";4392
"410410 CAMPO DO TENENTE";7086
"410420 CAMPO LARGO";111888
"410425 CAMPO MAGRO";24796
"410430 CAMPO MOURAO";86798
"410440 CANDIDO DE ABREU";16420
"410442 CANDOI";14887
"410445 CANTAGALO";12907
"410450 CAPANEMA";18406
"410460 CAPITAO LEONIDAS MARQUES";14907
"410465 CARAMBEI";19068
"410470 CARLOPOLIS";13654
"410480 CASCAVEL";282323
"410490 CASTRO";66805
"410500 CATANDUVAS";9988
"410510 CENTENARIO DO SUL";10935
"410520 CERRO AZUL";16870
"410530 CEU AZUL";10979
"410540 CHOPINZINHO";19585
"410550 CIANORTE";69667
"410560 CIDADE GAUCHA";10983
"410570 CLEVELANDIA";17100
"410580 COLOMBO";212359
"410590 COLORADO";22200
"410600 CONGONHINHAS";8011
"410610 CONSELHEIRO MAIRINCK";3634
"410620 CONTENDA";15850
"410630 CORBELIA";16230
"410640 CORNELIO PROCOPIO";46536
"410645 CORONEL DOMINGOS SOARES";7207
"410650 CORONEL VIVIDA";21661
"410655 CORUMBATAI DO SUL";3998
"410657 CRUZEIRO DO IGUACU";4267
"410660 CRUZEIRO DO OESTE";20304
"410670 CRUZEIRO DO SUL";4545
"410680 CRUZ MACHADO";17977
"410685 CRUZMALTINA";3158
"410690 CURITIBA";1739941
"410700 CURIUVA";13860
"410710 DIAMANTE DO NORTE";5493
"410712 DIAMANTE DO SUL";3495
"410715 DIAMANTE D'OESTE";4978
"410720 DOIS VIZINHOS";36026
"410725 DOURADINA";7397
"410730 DOUTOR CAMARGO";5824
"410740 ENEAS MARQUES";6093
"410750 ENGENHEIRO BELTRAO";13871
"410752 ESPERANCA NOVA";1967
"410753 ENTRE RIOS DO OESTE";3920
"410754 ESPIGAO ALTO DO IGUACU";4661
"410755 FAROL";3452
"410760 FAXINAL";16175
"410765 FAZENDA RIO GRANDE";81544
"410770 FENIX";4771
"410773 FERNANDES PINHEIRO";5931
"410775 FIGUEIRA";8272
"410780 FLORAI";5037
"410785 FLOR DA SERRA DO SUL";4711
"410790 FLORESTA";5917
"410800 FLORESTOPOLIS";11196
"410810 FLORIDA";2534
"410820 FORMOSA DO OESTE";7527
"410830 FOZ DO IGUACU";254171
"410832 FRANCISCO ALVES";6359
"410840 FRANCISCO BELTRAO";77979
"410845 FOZ DO JORDAO";5414
"410850 GENERAL CARNEIRO";13630
"410855 GODOY MOREIRA";3327
"410860 GOIOERE";28757
"410865 GOIOXIM";7488
"410870 GRANDES RIOS";6576
"410880 GUAIRA";30416
"410890 GUAIRACA";6013
"410895 GUAMIRANGA";7659
"410900 GUAPIRAMA";3890
"410910 GUAPOREMA";2209
"410920 GUARACI";5197
"410930 GUARANIACU";14510
"410940 GUARAPUAVA";165805
"410950 GUARAQUECABA";7852
"410960 GUARATUBA";31846
"410965 HONORIO SERPA";5920
"410970 IBAITI";28633
"410975 IBEMA";6025
"410980 IBIPORA";47997
"410990 ICARAIMA";8712
"411000 IGUARACU";3956
"411005 IGUATU";2230
"411007 IMBAU";11238
"411010 IMBITUVA";28282
"411020 INACIO MARTINS";10887
"411030 INAJA";2985
"411040 INDIANOPOLIS";4288
"411050 IPIRANGA";14082
"411060 IPORA";14867
